,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Berufliches Gymnasium,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Latein","berufsorientiertes Profil, Chemie, Physik und Biologie, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil",,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,,,,,2013/14
08B02,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",Neukölln,öffentlich,Oberstufenzentrum,Berufsoberschule,12351,Rudower Str. 184,6606890,66068960,Gropiusstadt,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","Englisch, 2. Fremdsprache Französisch","berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil",,Fr. Christiansen,verwaltung@osz-lise-meitner.eu,http://osz-lise-meitner.eu,0,0,0,,,,,,,,,,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Berufsschule,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","Englisch, Spanisch","Elektrotechnik, Metalltechnik",,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen; Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,"Doppeltqualifizierender Bildungsgang: Abitur und Berufsausbildung im Ausbildungsberuf Informations- und Telekommunikationssystem-

Elektroniker/-in  (ITSE)","in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06",,,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Berufsfachschule,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","Englisch, Russisch","Elektrotechnik, Metalltechnik",,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen; Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,2- und 3- jährige Berufsfachschule,"in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06",,,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Fachoberschule,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Elektrotechnik, Metalltechnik",,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen; Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,"Fachoberschule für Technik, Schwerpunkt  Informationstechnik für Schülerinnen und Schüler mit MSA und abgeschlossener Berufsausbildung; Erwerb der Fachhochschulreife im Bildungsgang Technische(r) Assistent(in)","in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06",,,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Fachschule,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,Elektrotechnik,,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen; Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,Fachschule mit Fachrichtung Medizintechnik,"in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06",,,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Berufliches Gymnasium,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 2. Fremdsprache Spanisch",Elektrotechnik,,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen;  Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,"Schwerpunkte: Informationstechnik, Medizinische Informatik; Leistungskurs: Medizinische Informatik","in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06","Deutsch, Englisch, Informatik/Informationsverarbeitung, Mathematik, Physik",,2013/14
08B04,OSZ Informations- und Medizintechnik,Neukölln,öffentlich,Oberstufenzentrum,Berufsoberschule,12359,Haarlemer Str. 23-27,225027800,225027809,Britz,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,Elektrotechnik,,Hr. Dahms,dahms@oszimt.de,http://www.oszimt.de,0,0,0,Cafeteria; ca. 1000 Computerarbeitsplätze; Schulbibliothek; ca. 100 spezialisierte Fach- und Laborräume,,"Telekom AG; Rheinisch-Westfälische Technische Hochschule (RWTH) in Aachen; Hochschule für Technik und Wirtschaft Berlin (HTW); Partnerschule in Barcelona (Spanien); Arbeitskreis Medizintechnik Berlin-Brandenburg; Bundesarbeitsgemeinschaft der Fachschulen für  Medizintechnik; DB Systel GmbH (Systempartner der Bahn);  Dienstleistungsgesellschaft für Informatik (DLGI) mbH; Baumann Bildung & Qualifizierung (BBQ); Linux Professional Institut Central Europe, AAP-Programm; Mitglied im IT-Bildungsnetzwerk e.V.; Cisco Networking Academy; Sun Microsystems (Educational Services); Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung); Gold und Silberschmiede-Innung Berlin; mtk Peter Kron GmbH für Medizintechnik; MSDN Academic Alliance (Initiative von Microsoft)",,Mittagessenversorgung,Berufsoberschule mit Schwerpunkt Informationstechnik,"in Kooperation mit 04K07, 05K06, 06K07, 06K09, 07K04, 07K05, 07K07, 07K10, 07K11, 08K01, 08K03, 08K08, 08K09, 08K11, 08K12, 09K06",,,2013/14
08B05,Carl-Legien-Schule,Neukölln,öffentlich,Kombinierte berufliche Schule,Berufsschule,12049,Leinestr. 37-46,8146540,81465454,Neukölln,,Englisch,"Agrarwirtschaft, Ernährung und Hauswirtschaft, Holztechnik, Metalltechnik, Textiltechnik und Bekleidung, Wirtschaft und Verwaltung",,Fr. Groth,sekretariat@carl-legien-schule.de,http://www.Carl-Legien-Schule.de,0,0,0,"Cafeteria; Computerfachraum; Lehrküche; Nähwerkstatt; Wäscherei und Bügelautomaten; Werkstätten für Metall-, Holz- und Elektrotechnik; große Gartenanlage am Dammweg; Gewächshaus",,"Arbeit und Bildung e.V.; Berufsförderungswerk der

Fachgemeinschaft Bau Berlin und Brandenburg

Gemeinnützige GmbH; bbw Berufsvorbereitungs- und Ausbildungsgesellschaft mbH; Fortbildungsinstitut für die pädagogische Praxis FiPP e.V.; Institut für Produktives Lernen in Europa (IPLE); Polizeiabschnitt 55; RAA Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.; Seniorpartner in School (SiS) e.V. Berlin; Teach First Deutschland gemeinnützige GmbH; Stadtimpuls - Gesellschaft zur Förderung und Ansiedlung sozialer Projekte mbH; YO!22 Jugendzentrum Oderstraße 22",,Mittagessenversorgung im Rahmen eines Schülerprojekts,,in Kooperation mit 08K02,,Betriebspraktika; Schülerfirmen; Schnupperpraktika,2013/14
08B05,Carl-Legien-Schule,Neukölln,öffentlich,Kombinierte berufliche Schule,Berufsfachschule,12049,Leinestr. 37-46,8146540,81465454,Neukölln,,Englisch,"Ernährung und Hauswirtschaft, Holztechnik",,Fr. Groth,sekretariat@carl-legien-schule.de,http://www.Carl-Legien-Schule.de,0,0,0,"Cafeteria; Computerfachraum; Lehrküche; Nähwerkstatt; Wäscherei und Bügelautomaten; Werkstätten für Metall-, Holz- und Elektrotechnik; große Gartenanlage am Dammweg; Gewächshaus",,"Arbeit und Bildung e.V.; Berufsförderungswerk der

Fachgemeinschaft Bau Berlin und Brandenburg

Gemeinnützige GmbH; bbw Berufsvorbereitungs- und Ausbildungsgesellschaft mbH; Fortbildungsinstitut für die pädagogische Praxis FiPP e.V.; Institut für Produktives Lernen in Europa (IPLE); Polizeiabschnitt 55; RAA Regionale Arbeitsstellen für Bildung, Integration und Demokratie e.V.; Seniorpartner in School (SiS) e.V. Berlin; Teach First Deutschland gemeinnützige GmbH; Stadtimpuls - Gesellschaft zur Förderung und Ansiedlung sozialer Projekte mbH; YO!22 Jugendzentrum Oderstraße 22",,Mittagessenversorgung im Rahmen eines Schülerprojekts,"Berufsfachschule für Hauswirtschaftler(innen) im städtischen Bereich (mehrjährig) , 1-jährige Berufsfachschule in Holz; Ernährung & Hauswirtschaft",in Kooperation mit 08K02,,Betriebspraktika; Produktives Lernen; Schülerfirmen; Schnupperpraktika,2013/14
08E02,BSI  Private Sprachenschule,Neukölln,privat,Sprachenschule,Sprachenschule,10967,Kottbusser Damm 79,6936001,6916070,Neukölln,,,Ergänzungsschule,,Hr. Kendziorra,,http://www.bsiberlin.de,0,0,0,,,,,,,,,,2013/14
08E04,Kosmetikcollege-Inspiration,Neukölln,privat,Kosmetikschule,Kosmetikschule,12055,Lahnstr. 86,81493664,68408288,Neukölln,,,Ergänzungsschule,,Fr. Stollenwerk,inf@inspiration-kosmetikcollege.de,http://www.inspiration-kosmetikcollege.de,0,0,0,,,,,,,,,,2013/14
08G01,Rixdorfer Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12043,Donaustr. 120,6139260,61303913,Neukölln,,1. Fremdsprache Englisch,"Beratungsstelle für Sprachbehinderte, Ganztagsschule in gebundener Form, gesundheitsbetontes Profil, Profil Informationstechnik, zweisprachige Alphabetisierung und Erziehung deutsch-türkisch",Gebundener Ganztagsbetrieb,Fr. Peters,berlin.08g01@t-online.de,http://www.die-rixdorfer.de,0,0,0,,div. Sportaren; Computerkurse; Drucken uvm.,,,,"Konfliktlotsenprogramm, Schularbeitszirkel, Theaterprojekte",,,,2013/14
08G02,Theodor-Storm-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12043,Hobrechtstr. 76,60690180,61303320,Neukölln,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, Schulstation",Offener Ganztagsbetrieb,Fr. Walz,Berlin.08G02@versanet.de,http://www.Theodor-Storm-Grundschule.de,0,0,0,,Theater; Töpfern / Keramik; Tanzen; Kochen; Arbeiten am Computer; Schach; Schulhof-AG / Gartenpflege; Sportspiele; Breakdance,"Die Arbeiterwohlfahrt (AWO) Landesverband Berlin e.V. (Schulstation); Quartiersmanagement Reuterplatz; Quartiersmanagement   Donaustraße; Rotary Club Potsdamer Platz; Musikschule Neukölln ""Paul Hindemith""; Inner Wheel Club Berlin-Mitte; Polizeiabschnitt; Sarah Wiener Stiftung - Für gesunde Kinder und was Vernünftiges zu essen; Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten)",,keine Mittagessenversorgung,Teilnahme am Projekt Pädagogische Schulentwicklung; Mitglied im lokalen Bildungsverbund Reuterkiez; Ausbildung von Streitschlichtern,,,,2013/14
08G03,Hans-Fallada-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12059,Harzer Str. 73,632250670,68894345,Neukölln,"rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,Ganztagsschule in gebundener Form,Gebundener Ganztagsbetrieb,Hr. Paeprer,hans-fallada-schule@gmx.de,http://www.hans-fallada-schule.de,0,0,0,Computerfachraum; Schüler- und Elterncafé; Schulgarten,Arbeiten am Computer; Volleyball; Ballspiele,"Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten); Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung, Sucht- und Gewaltvorbeugung in der Grundschule); Die Wille gGmbH ( Kompetenzzentrum für ganzheitliche Bildung mit interreligiöser und interkultureller Prägung); Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH; Humanistischer Verband Deutschlands; LIFE e.V. Bildung Umwelt Chancengleichheit",Besondere Förderangebote: Hausaufgabenbetreuung,Mittagessenversorgung durch den Anbieter Sunshine Catering,,in Kooperation mit 08S06,,,2013/14
08G05,Elbe-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12045,Elbestr. 11,632250880,68237067,Neukölln,Parkplatz für Schwerbehinderte vorhanden,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, kunstbetontes Profil, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation",Offener Ganztagsbetrieb,Fr. Weber,berlin-08g05@versanet.de,http://www.elbeschule.de,0,0,0,zwei Computerfachräume mit Internetzugang; Elterncafé; Lehrküche,Schwimmen 2. Klasse; Ballsport; Inlineskater; Eltern-AG; Kochen+Sport; Gesunde Ernährung; Schach; Schülerzeitung; Theater und Musik; Fahrrad; Buddy- und Konfliktlotsenausbildung,"Polizeiabschnitt 54; Stiftung Brandenburger Tor - Förderbereich Bildung und Erziehung; Quartiersmanagement Reuterplatz; Werkstatt der Kulturen (Bildende Kunst; Musiktheater); Lions Club (Intensivierung der Eltern- und Schülerarbeit); Streit Entknoten - Büro für Mediation und Interkulturelle Kommunikation; Vattenfall Europe AG (Projekt ""Grünes Klassenzimmer"", Umgestaltung des Schulhofes) ; Berliner Wasserbetriebe; Christoph Merian Stiftung Basel; ALSTOM Transport Deutschland GmbH",Besondere Förderangebote: Leseförderung; Lese-Rechtschreib-Schwäche-Kurse; Hausaufgabenhilfe,Mittagessenversorgung durch den Anbieter Apetito,"Leseförderung, LRS-Kurse",in Kooperation mit 08K09,,,2013/14
08G06,Karl-Weise-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12049,Weisestr. 20,634130280,6271442,Neukölln,rollstuhlgerechtes WC,1. Fremdsprache Englisch,"Ganztagsschule in gebundener Form, gesundheitsbetontes Profil, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation, theaterbetontes Profil",,Fr. Schwenn,berlin-08g06@versanet.de,http://www.karl-weise-gs.cidsnet.de,0,0,0,Schulbibliothek; Computerfachraum; Lehrküche; Psychomotorikraum,"Basketball, Kunst und Künstler, Theater, Basteln, Spiele-Spezialisten, Kinder-Yoga, Bewegungsspiele, Kochen und Backen, Online-Zeitung, Kultur in Berlin Forscher grafisches Gestalten, Tanzen, Musik mit Orff-Istrumenten, Fußball, Kreatives Gestalten, Basteln mit Perlen, Teilnahme am Buddy-Projekt","Humanistischer Verband Deutschlands; Quartiersmanagement Schillerpromenade; Musikschule Neukölln ""Paul Hindemith""; Erster Berliner Judo Club Berlin e.V. 1922; Verein Programm Klasse 2000 e.V. (Programm zur Gesundheitsförderung, Sucht- und Gewaltvorbeugung in der Grundschule); Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten); Programm BuddY e.V. (gefördert von der Vodafone-Stiftung); SJB Senioren-, Jugend- und Bildungsnetzwerk e.V.; Bürgerstiftung Berlin; Diakonisches Werk Sineon GmbH Jugend- u. Familienhilfe;",,Mittagessenversorgung durch den Anbieter LUNA,,,,,2013/14
08G07,Hermann-Boddin-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12053,Boddinstr. 55,68874410,68874421,Neukölln,,1. Fremdsprache Englisch,Ganztagsschule in offener Form,Offener Ganztagsbetrieb,Hr. Steffens,Boddinschule@t-online.de,http://www.boddinschule.cidsnet.de,0,0,0,,Internet; Multimedia; Tanz; Tennis; Fußball; Volleyball; Percussion,,,,,,,,2013/14
08G08,Karlsgarten-Schule (Grundschule),Neukölln,öffentlich,Grundschule,Grundschule,12049,Karlsgartenstr. 7,62791420,62791442,Neukölln,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",1. Fremdsprache Englisch,"Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulstation",Offener Ganztagsbetrieb,Fr. Unger,berlin.08g08@versanet.de,http://www.karlsgarten.de,0,0,0,"Schulbibliothek, Cafeteria, Computerfachraum",Haufaugaben-AG; Schülerzeitung; Computer-AG; Tanzen; Theater; Zirkus; Ballspiele für Jungen; Hockey; Volleyball; Basketball; Tischtennis; Fantasiegruppe für Jungen; Mädchengruppe,"Quartiersmanagement Schillerpromenade; Landessportbund Berlin e.V. (SportJugendBerlin); Tischtennis-Club Neukölln e.V.; Kita in der Wissmannstraße 31 (Kindertagesstätten SüdOst); Kita ""Lernen und Lachen"" in der Lichtenrader Straße 6; Kita ""1001 Nacht"" vom Türkisch-Deutschen Zentrum e.V. in der Karlsgartenstraße 4; Teilnahme am Modellprogramm ""FörMig Transfer"" (Förderung von Kindern und Jugendlichen mit Migrationshintergrund);",,"Mittagessenversorgung, Cafeteria",Teilnahme am SINUS-Programm (Steigerung der Effizienz des mathematisch-naturwissenschaftlichen Unterrichts) Inklusive Schule,in Kooperation mit 08S02,,,2013/14
