BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
07Y06	Askanisches-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12103	Kaiserin-Augusta-Str. 19-20	902772679	902772695	Tempelhof		3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch, 3. Fremdsprache Chinesisch, S1 Englisch/Französisch, S1 Englisch/Chinesisch, S4 Englisch/Spanisch	Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Draude	aska.berlin@t-online.de	http://www.askanische-oberschule.de	 	0	0	0	Betriebspraktikum	Schüleraustausch mit Frankreich und China (Shanghai)		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik, Politische Weltkunde, Spanisch	2014/15  
07Y07	Eckener-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12105	Kaiserstr. 17-21	902777448	902777450	Mariendorf		3. Fremdsprache Französisch, 3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein	ab Jahrgangsstufe 5 beginnende Züge, altsprachliche Züge (Latein ab Jahrgangsstufe 5), Individualisierung des gymnasialen Bildungsganges, mathematisch-naturwissenschaftliches Profil	N.N.	info@eckener-gymnasium.de	http://www.eckener-gymnasium.de	 	0	1	0		verstärkte musikalische Förderung einer 7. und einer 8. Klasse im Modell "Bandklasse" in Kooperation mit YoungsterBandBerlin e.V.; Teilnahme am Projekt "Schulen übernehmen Verantwortung" der Stiftung Brandenburger Tor; Titel "Schule ohne Rassismus - Schule mit Courage"		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Latein, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
07Y08	Ulrich-von-Hutten-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12307	Rehagener Str. 35-37	902778244	902778240	Lichtenrade	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Italienisch, S1 Englisch/Französisch, S2 Englisch/Latein, S6 Englisch/Italienisch	berufsorientiertes Profil	Hr. Hungs	uvh@uvh-online.de	http://www.uvh-online.de	 	0	0	0	Betriebspraktikum	Traditionelle Schwerpunkte sind die Naturwissenschaften, Musik und Darstellendes Spiel		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Italienisch, Mathematik, Physik, Politische Weltkunde	2014/15  
07Y09	Georg-Büchner-Gymnasium	Tempelhof-Schöneberg	öffentlich	Gymnasium	Gymnasien	12305	Lichtenrader Damm 224	902778208	902778261	Lichtenrade	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Französisch, 3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein	bilinguale Angebote Deutsch/Englisch	Fr. Burkhardt	sekretariat@gbo-berlin.de	http://www.gbo-berlin.de	 	0	0	0		Modellschule Pädagogische Schulentwicklung		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Geschichte, Informatik/Informationsverarbeitung, Latein, Mathematik, Physik	2014/15  
08A01	1. Schulpraktisches Seminar (S) Neukölln	Neukölln	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	12353	Wildhüterweg 5	6706663125	66706012	Gropiusstadt				Hr. Bachmann	sps-1-neukoelln.ba@gmx.de		 	0	0	0					2014/15  
08A02	2. Schulpraktisches Seminar (S) Neukölln	Neukölln	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	12353	Wildhüterweg 5	6706663123	66706012	Gropiusstadt				Fr. Kneer-Werner	sps-2-neukoelln.kn-we@t-online.de		 	0	0	0					2014/15  
08A04	3. Schulpraktisches Seminar (L) Neukölln	Neukölln	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	12355	Pfarrer-Heß-Weg 3	31958340	31958321	Rudow				Fr. Wanjura-Hübner	sps-3-neukoelln@t-online.de		 	0	0	0					2014/15  
08A05	4. Schulpraktisches Seminar (S) Neukölln	Neukölln	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	12353	Wildhüterweg 5	6706663125	66706012	Gropiusstadt				Fr. Haase-Romeo	sps-4-neukoelln.hr@gmx.de		 	0	0	0					2014/15  
08A06	5. Schulpraktisches Seminar (S) Neukölln	Neukölln	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	12353	Wildhüterweg 5	6706663125	66706012	Gropiusstadt				N.N.			 	0	0	0	 	 			2014/15  
08B01	Annedore-Leber-Oberschule	Neukölln	öffentlich	Berufsschule mit sonderpäd. Aufgaben	Berufsschule mit sonderpäd. Aufgaben	12359	Paster-Behrens-Str. 88	66588361	66588363	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Elektrotechnik, Ernährung und Hauswirtschaft, Farbtechnik und Raumgestaltung, Holztechnik, Metalltechnik, Textiltechnik und Bekleidung, Wirtschaft und Verwaltung	Fr. Neidel	sekr.Br@aloberlin.de	http://www.aloberlin.de	 	0	0	0		berufsvorb. Lehrgang (Reha-Maßnahme), Berufsschulunterricht für körper- u. lernbehinderte Auszubildende in verschiedenen Berufsfeldern (Reha-Maßnahme)			2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Berufsschule	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0					2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Berufsfachschule	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0		Abitur plus Berufsausbildung, Fachhochschulreife plus Berufsausbildung (1- u. mehrjährig)			2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Fachoberschule	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0		für Technik, Fachhochschulreife plus Berufsausbildung			2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Fachschule	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		Chemie, Physik und Biologie	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0	 	 			2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Berufliches Gymnasium	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Latein	berufsorientiertes Profil, Chemie, Physik und Biologie, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0					2014/15  
08B02	Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)	Neukölln	öffentlich	Oberstufenzentrum	Berufsoberschule	12351	Rudower Str. 184	6606890	66068960	Gropiusstadt	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch, 2. Fremdsprache Französisch	berufsorientiertes Profil, Chemie, Physik und Biologie, mathematisch-naturwissenschaftliches Profil, umweltbetontes Profil	Fr. Christiansen	verwaltung@osz-lise-meitner.eu	http://osz-lise-meitner.eu	 	0	0	0					2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Berufsschule	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch, Spanisch	Elektrotechnik, Metalltechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		'Doppeltqualifizierender Bildungsgang: Abitur und Berufsausbildung im Ausbildungsberuf Informations- und Telekommunikationssystem-
Elektroniker/-in  (ITSE)'			2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Berufsfachschule	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch, Russisch	Elektrotechnik, Metalltechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		2- und 3- jährige Berufsfachschule			2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Fachoberschule	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Elektrotechnik, Metalltechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		Fachoberschule für Technik, Schwerpunkt  Informationstechnik für Schülerinnen und Schüler mit MSA und abgeschlossener Berufsausbildung; Erwerb der Fachhochschulreife im Bildungsgang Technische(r) Assistent(in)			2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Fachschule	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Elektrotechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		Fachschule mit Fachrichtung Medizintechnik			2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Berufliches Gymnasium	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 2. Fremdsprache Spanisch	Elektrotechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		Schwerpunkte: Informationstechnik, Medizinische Informatik; Leistungskurs: Medizinische Informatik		Deutsch, Englisch, Informatik/Informationsverarbeitung, Mathematik, Physik	2014/15  
08B04	OSZ Informations- und Medizintechnik	Neukölln	öffentlich	Oberstufenzentrum	Berufsoberschule	12359	Haarlemer Str. 23-27	225027800	225027809	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Elektrotechnik	Hr. Dahms	dahms@oszimt.de	http://www.oszimt.de	 	0	0	0		Berufsoberschule mit Schwerpunkt Informationstechnik			2014/15  
08B05	Carl-Legien-Schule	Neukölln	öffentlich	Kombinierte berufliche Schule	Berufsschule	12049	Leinestr. 37-46	8146540	81465454	Neukölln		Englisch	Agrarwirtschaft, Ernährung und Hauswirtschaft, Holztechnik, Metalltechnik, Textiltechnik und Bekleidung, Wirtschaft und Verwaltung	Fr. Groth	sekretariat@carl-legien-schule.de	http://www.Carl-Legien-Schule.de	 	0	0	0	Betriebspraktika; Schülerfirmen; Schnupperpraktika				2014/15  
08B05	Carl-Legien-Schule	Neukölln	öffentlich	Kombinierte berufliche Schule	Berufsfachschule	12049	Leinestr. 37-46	8146540	81465454	Neukölln		Englisch	Ernährung und Hauswirtschaft, Holztechnik	Fr. Groth	sekretariat@carl-legien-schule.de	http://www.Carl-Legien-Schule.de	 	0	0	0	Betriebspraktika; Produktives Lernen; Schülerfirmen; Schnupperpraktika	Berufsfachschule für Hauswirtschaftler(innen) im städtischen Bereich (mehrjährig) , 1-jährige Berufsfachschule in Holz; Ernährung & Hauswirtschaft			2014/15  
08E02	BSI  Private Sprachenschule	Neukölln	privat	Sprachenschule	Sprachenschule	10967	Kottbusser Damm 79	6936001	6916070	Neukölln			Ergänzungsschule	Hr. Kendziorra		http://www.bsiberlin.de	 	0	0	0					2014/15  
08G01	Rixdorfer Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12043	Donaustr. 120	6139260	61303913	Neukölln		1. Fremdsprache Englisch	Profil Informationstechnik, gesundheitsbetontes Profil, Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, zweisprachige Alphabetisierung und Erziehung deutsch-türkisch, Beratungsstelle für Sprachbehinderte	Fr. Peters	berlin.08G01@t-online.de	http://www.die-rixdorfer.de	 	0	0	0		Konfliktlotsenprogramm, Schularbeitszirkel, Theaterprojekte			2014/15  
08G02	Theodor-Storm-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12043	Hobrechtstr. 76	60690180	61303320	Neukölln		1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Walz	berlin.08G02@versanet.de	http://www.Theodor-Storm-Grundschule.de	 	0	0	0		Teilnahme am Projekt Pädagogische Schulentwicklung; Mitglied im lokalen Bildungsverbund Reuterkiez; Ausbildung von Streitschlichtern			2014/15  
08G03	Hans-Fallada-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12059	Harzer Str. 73	632250670	68894345	Neukölln	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Paeprer	hans-fallada-schule@gmx.de	http://www.hans-fallada-schule.de	 	0	0	0					2014/15  
08G05	Elbe-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12045	Elbestr. 11	632250880	68237067	Neukölln	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	kunstbetontes Profil, Schulstation, Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Weber	berlin-08g05@versanet.de	http://www.elbeschule.de	 	0	0	0		Leseförderung, LRS-Kurse			2014/15  
08G06	Karl-Weise-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12049	Weisestr. 20	634130280	6271442	Neukölln	rollstuhlgerechtes WC	1. Fremdsprache Englisch	theaterbetontes Profil, gesundheitsbetontes Profil, Schulstation, Ganztagsschule in gebundener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Schwenn	berlin-08g06@versanet.de	http://www.karl-weise-gs.cidsnet.de	 	0	0	0					2014/15  
08G07	Hermann-Boddin-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12053	Boddinstr. 55	68874410	68874421	Neukölln		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Hr. Steffens	Boddinschule@t-online.de	http://www.boddinschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
08G08	Karlsgarten-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12049	Karlsgartenstr. 7	62791420	62791442	Neukölln	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Lerngruppen für Neuzugänge ohne Deutschkenntnisse	Fr. Unger	berlin.08G08@versanet.de	http://www.karlsgarten.de	 	0	0	0		Teilnahme am SINUS-Programm (Steigerung der Effizienz des mathematisch-naturwissenschaftlichen Unterrichts) Inklusive Schule			2014/15  
08G09	Regenbogen-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12053	Morusstr. 32	6898030	6820067	Neukölln	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	kunstbetontes Profil, Schulstation, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Staatliche Europa-Schule Berlin Deutsch/Französisch	Fr. Böhmer	schulleitung@regenbogen-grundschule.de	http://www.regenbogen-grundschule.de	 	0	0	0		Gebundener Ganztagsbetrieb für die Züge der Staatlichen Europaschule Berlin Deutsch/Französisch; Einsatz und Ausbildung von Konfliktlotsen			2014/15  
08G10	Walt-Disney-Schule (Gemeinschaftsschule)	Neukölln	öffentlich	Grundschule	Grundschule	12357	Efeuweg 34	66690418	66609851	Gropiusstadt		Fremdsprache ab Klasse 1 Englisch	Ganztagsschule in offener Form, Pilotphase der Gemeinschaftsschule, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Albrecht	Walt-Disney-GS.cids@t-online.de	http://www.walt-disney-gs.cidsnet.de	 	0	0	0		An der Schule befindet sich das Dyskalkulie-Forum, eine Beratungsstelle für Kinder mit Rechenschwäche / Mitglied im  Bildungsverbund Gropiusstadt			2014/15  
08G11	Schliemann-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12355	Groß-Ziethener Chaussee 73	6636053	6632321	Rudow	zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Profil Informationstechnik, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, theaterbetontes Profil	Hr. Balan	sekretariat@schliemann-gs.de	http://www.schliemann-gs.de	 	0	0	0		JüL 1-3			2014/15  
08G12	Peter-Petersen-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12053	Jonasstr. 15	6322506821	56824824	Neukölln		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Hochbegabtenförderung, jahrgangsübergreifende Lerngruppen 1-3, 4-6, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, Umwelterziehung, UNESCO-Projekte	Fr. Greif-Groß	berlin.08G12@versanet.de	http://www.pps.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		UNESCO-Projektschule / Die Peter-Petersen-Schule ist eine Lebensgemeinschaftsschule nach Petersen mit Gespräch, Spiel, Arbeit und Feier als Grundformen des Lernens / aktives Schülerparlament			2014/15  
08G13	Bruno-Taut-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12359	Bruno-Taut-Ring 9C	60972490	60972496	Britz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	N.N.	Berlin_08G13@versanet.de	http://www.bruno-taut.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
08G14	Konrad-Agahd-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12053	Thomasstr. 39	632250680	68237212	Neukölln		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Profil Informationstechnik, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation	Fr. Schützmann	mail@agahd.de	http://www.agahd.de	Offener Ganztagsbetrieb	0	0	0		Intel-(Lehren für die Zukunft) Stützpunktschule, anerkannte Modellschule für PC- u. Online-Kompetenz, Frühbeginn Rad fahren in Klassenstufe 2, eEducaton-masterplan Schule.			2014/15  
08G15	Hermann-Sander-Schule (Grundschule)	Neukölln	öffentlich	Grundschule	Grundschule	12051	Mariendorfer Weg 69	290276350	290276370	Neukölln		1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation, sportbetontes Profil	Fr. Templiner	info@hermann-sander-schule.de	http://www.hermann-sander-schule.de	Gebundener Ganztagsbetrieb	0	0	0		Hinweise zum Schulprogramm und der abweichendenden Organisationsform der Schulanfangsphase (JabL) entnehmen Sie bitte unserer Homepage			2014/15  
